 Data acquisition complete.
Iter-snap-sum 16675:   0.1162713817E+08
Iteration 16700: 0.000252387669831933
Iter-snap-sum 16700:   0.1162788328E+08
Iteration 16725: 0.000250818953290377
Iter-snap-sum 16725:   0.1162862360E+08
Iteration 16750: 0.000249259961343284
Iter-snap-sum 16750:   0.1162935914E+08
Iteration 16775: 0.000247710563591852
Iter-snap-sum 16775:   0.1163008994E+08
Iteration 16800: 0.000246170771582399
Iter-snap-sum 16800:   0.1163081603E+08
Iteration 16825: 0.000244640456259049
Iter-snap-sum 16825:   0.1163153744E+08
Iteration 16850: 0.000243119629260491
Iter-snap-sum 16850:   0.1163225421E+08
Iteration 16875: 0.000241608162838247
Iter-snap-sum 16875:   0.1163296635E+08
Iteration 16900: 0.000240106068780221
Iter-snap-sum 16900:   0.1163367390E+08
Iteration 16925: 0.000238613220616912
Iter-snap-sum 16925:   0.1163437689E+08
Iteration 16950: 0.000237129630228594
Iter-snap-sum 16950:   0.1163507535E+08
Iteration 16975: 0.000235655172474480
Iter-snap-sum 16975:   0.1163576932E+08
Iteration 17000: 0.000234189859313005
Iter-snap-sum 17000:   0.1163645880E+08
Iteration 17025: 0.000232733566868149
Iter-snap-sum 17025:   0.1163714385E+08
Iteration 17050: 0.000231286307226242
Iter-snap-sum 17050:   0.1163782448E+08
Iteration 17075: 0.000229847957776030
Iter-snap-sum 17075:   0.1163850072E+08
Iteration 17100: 0.000228418530660690
Iter-snap-sum 17100:   0.1163917261E+08
Iteration 17125: 0.000226997904555049
Iter-snap-sum 17125:   0.1163984017E+08
Iteration 17150: 0.000225586091694652
Iter-snap-sum 17150:   0.1164050343E+08
Iteration 17175: 0.000224182971983566
Iter-snap-sum 17175:   0.1164116241E+08
The program took 5.00 seconds in total and executed 17200 iterations.
